GRUPO_REFERENCIA;MUNICIPIO_INSTITUCION;DEPARTAMENTO_INSTITUCION;ID_INSTITUCION;INSTITUCION;ORIGEN;CARACTER;SNIES;MUNICIPIO_PROGRAMAACADEMICO;DEPARTAMENTO_PROGRAMAACADEMICO;PROGRAMA_ACADEMICO;NOMBRE_MODULO;TOTAL_EVALGRUPO_INSTPROGRAMA;PROMEDIO_PUNTAJEGLOBAL;DESVI_ESTANDAR_PUNTAJEGLOBAL;PROMEDIO_PUNTAJEPRUEBA;DESVI_ESTANDAR_PUNTAJEPRUEBA
CIENCIAS NATURALES Y EXACTAS;VILLAVICENCIO;META;1119;UNIVERSIDAD DE LOS LLANOS-VILLAVICENCIO;OFICIAL NACIONAL;UNIVERSIDAD;53880;VILLAVICENCIO;META;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;12;157;14;152;16
CIENCIAS NATURALES Y EXACTAS;PASTO;NARIÑO;1206;UNIVERSIDAD DE NARIÑO-PASTO;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3426;PASTO;NARIÑO;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;4;176;16;177;30
CIENCIAS NATURALES Y EXACTAS;PASTO;NARIÑO;1206;UNIVERSIDAD DE NARIÑO-PASTO;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;578;PASTO;NARIÑO;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;11;156;22;143;14
CIENCIAS NATURALES Y EXACTAS;PASTO;NARIÑO;1206;UNIVERSIDAD DE NARIÑO-PASTO;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;4492;PASTO;NARIÑO;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;13;163;16;172;28
CIENCIAS NATURALES Y EXACTAS;PAMPLONA;NORTE SANTANDER;1212;UNIVERSIDAD DE PAMPLONA-PAMPLONA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;11305;PAMPLONA;NORTE SANTANDER;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;16;152;16;149;13
CIENCIAS NATURALES Y EXACTAS;PAMPLONA;NORTE SANTANDER;1212;UNIVERSIDAD DE PAMPLONA-PAMPLONA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;9761;PAMPLONA;NORTE SANTANDER;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;4;139;25;150;20
CIENCIAS NATURALES Y EXACTAS;PAMPLONA;NORTE SANTANDER;1212;UNIVERSIDAD DE PAMPLONA-PAMPLONA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;873;PAMPLONA;NORTE SANTANDER;MICROBIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;21;149;18;147;15
CIENCIAS NATURALES Y EXACTAS;PAMPLONA;NORTE SANTANDER;1212;UNIVERSIDAD DE PAMPLONA-PAMPLONA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;17734;PAMPLONA;NORTE SANTANDER;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;2;173;36;168;33
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;2832;UNIVERSIDAD DE SANTANDER - UDES-BUCARAMANGA;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;12260;BUCARAMANGA;SANTANDER;MICROBIOLOGIA INDUSTRIAL;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;11;154;19;148;27
CIENCIAS NATURALES Y EXACTAS;SINCELEJO;SUCRE;1217;UNIVERSIDAD DE SUCRE-SINCELEJO;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;2777;SINCELEJO;SUCRE;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;73;143;14;144;17
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1202;UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;539;BARRANQUILLA;ATLANTICO;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;27;159;18;156;16
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1202;UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10614;BARRANQUILLA;ATLANTICO;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;16;158;17;151;16
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1202;UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10522;BARRANQUILLA;ATLANTICO;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;20;156;19;153;17
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1202;UNIVERSIDAD DEL ATLANTICO-BARRANQUILLA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;10223;BARRANQUILLA;ATLANTICO;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;27;153;18;166;16
CIENCIAS NATURALES Y EXACTAS;POPAYÁN;CAUCA;1110;UNIVERSIDAD DEL CAUCA-POPAYAN;OFICIAL NACIONAL;UNIVERSIDAD;3048;POPAYÁN;CAUCA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;33;158;20;154;19
CIENCIAS NATURALES Y EXACTAS;POPAYÁN;CAUCA;1110;UNIVERSIDAD DEL CAUCA-POPAYAN;OFICIAL NACIONAL;UNIVERSIDAD;3636;POPAYÁN;CAUCA;INGENIERIA FISICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;24;159;17;164;21
CIENCIAS NATURALES Y EXACTAS;POPAYÁN;CAUCA;1110;UNIVERSIDAD DEL CAUCA-POPAYAN;OFICIAL NACIONAL;UNIVERSIDAD;3636;POPAYÁN;CAUCA;INGENIERIA FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;24;159;17;166;24
CIENCIAS NATURALES Y EXACTAS;POPAYÁN;CAUCA;1110;UNIVERSIDAD DEL CAUCA-POPAYAN;OFICIAL NACIONAL;UNIVERSIDAD;4010;POPAYÁN;CAUCA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;6;149;15;155;16
CIENCIAS NATURALES Y EXACTAS;POPAYÁN;CAUCA;1110;UNIVERSIDAD DEL CAUCA-POPAYAN;OFICIAL NACIONAL;UNIVERSIDAD;2130;POPAYÁN;CAUCA;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;13;164;16;170;15
CIENCIAS NATURALES Y EXACTAS;SANTA MARTA;MAGDALENA;1213;UNIVERSIDAD DEL MAGDALENA - UNIMAGDALENA-SANTA MARTA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;51733;SANTA MARTA;MAGDALENA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;46;149;20;145;22
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1713;UNIVERSIDAD DEL NORTE-BARRANQUILLA;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;51825;BARRANQUILLA;ATLANTICO;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;7;185;21;178;21
CIENCIAS NATURALES Y EXACTAS;ARMENIA;QUINDIO;1208;UNIVERSIDAD DEL QUINDIO-ARMENIA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;16089;ARMENIA;QUINDIO;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;58;154;18;152;14
CIENCIAS NATURALES Y EXACTAS;ARMENIA;QUINDIO;1208;UNIVERSIDAD DEL QUINDIO-ARMENIA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;20915;ARMENIA;QUINDIO;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;11;155;17;152;18
CIENCIAS NATURALES Y EXACTAS;ARMENIA;QUINDIO;1208;UNIVERSIDAD DEL QUINDIO-ARMENIA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3560;ARMENIA;QUINDIO;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;30;152;15;153;24
CIENCIAS NATURALES Y EXACTAS;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3315;IBAGUÉ;TOLIMA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;44;166;18;163;18
CIENCIAS NATURALES Y EXACTAS;IBAGUÉ;TOLIMA;1207;UNIVERSIDAD DEL TOLIMA-IBAGUE;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;3345;IBAGUÉ;TOLIMA;MATEMATICAS CON ENFASIS EN ESTADISTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;13;153;18;153;12
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;592;CALI;VALLE;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;42;178;13;176;16
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;594;CALI;VALLE;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;20;180;21;172;19
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;595;CALI;VALLE;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;14;162;20;158;15
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1203;UNIVERSIDAD DEL VALLE-CALI;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;596;CALI;VALLE;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;43;173;23;180;22
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1301;"UNIVERSIDAD DISTRITAL""FRANCISCO JOSE DE CALDAS""-BOGOTÁ D.C.";OFICIAL MUNICIPAL;UNIVERSIDAD;16169;BOGOTÁ D.C.;BOGOTA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;25;174;14;159;18
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1712;UNIVERSIDAD EAFIT--MEDELLIN;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;1251;MEDELLÍN;ANTIOQUIA;GEOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS DE LA TIERRA;44;157;24;157;21
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1712;UNIVERSIDAD EAFIT--MEDELLIN;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;17581;MEDELLÍN;ANTIOQUIA;INGENIERIA FISICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;15;196;24;176;18
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1712;UNIVERSIDAD EAFIT--MEDELLIN;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;17581;MEDELLÍN;ANTIOQUIA;INGENIERIA FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;15;196;24;189;27
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1712;UNIVERSIDAD EAFIT--MEDELLIN;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;11498;MEDELLÍN;ANTIOQUIA;INGENIERIA MATEMATICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;8;179;21;176;23
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1712;UNIVERSIDAD EAFIT--MEDELLIN;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;11498;MEDELLÍN;ANTIOQUIA;INGENIERIA MATEMATICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;8;179;21;185;23
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;12333;BOGOTÁ D.C.;BOGOTA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;45;159;16;154;16
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1729;UNIVERSIDAD EL BOSQUE-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;103211;BOGOTÁ D.C.;BOGOTA;MATEMÁTICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;1;188;0;210;0
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1828;UNIVERSIDAD ICESI-CALI;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;52966;CALI;VALLE;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;14;185;14;174;15
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1828;UNIVERSIDAD ICESI-CALI;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;53512;CALI;VALLE;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;14;189;19;184;18
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1703;UNIVERSIDAD INCCA DE COLOMBIA-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;1063;BOGOTÁ D.C.;BOGOTA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;13;152;14;148;20
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;704;BUCARAMANGA;SANTANDER;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;37;169;21;164;15
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;705;BUCARAMANGA;SANTANDER;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;15;184;19;174;19
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;706;BUCARAMANGA;SANTANDER;GEOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS DE LA TIERRA;76;175;16;171;15
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;53283;BUCARAMANGA;SANTANDER;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;10;161;26;157;23
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1204;UNIVERSIDAD INDUSTRIAL DE SANTANDER-BUCARAMANGA;OFICIAL DEPARTAMENTAL;UNIVERSIDAD;707;BUCARAMANGA;SANTANDER;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;41;175;16;174;21
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;1808;UNIVERSIDAD LIBRE-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;52244;BARRANQUILLA;ATLANTICO;MICROBIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;16;144;18;133;14
CIENCIAS NATURALES Y EXACTAS;PEREIRA;RISARALDA;1809;UNIVERSIDAD LIBRE-PEREIRA;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;90993;PEREIRA;RISARALDA;MICROBIOLOGÍA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;33;154;24;143;22
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1117;"UNIVERSIDAD MILITAR""NUEVA GRANADA""-BOGOTÁ D.C.";OFICIAL NACIONAL;UNIVERSIDAD;5315;BOGOTÁ D.C.;BOGOTA;BIOLOGIA APLICADA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;28;158;12;162;17
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;2102;UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA UNAD-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;53129;BOGOTÁ D.C.;BOGOTA;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;12;150;14;144;18
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;31;BOGOTÁ D.C.;BOGOTA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;76;181;18;178;21
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;32;BOGOTÁ D.C.;BOGOTA;ESTADISTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;48;181;14;174;15
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;33;BOGOTÁ D.C.;BOGOTA;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;57;184;15;176;21
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;34;BOGOTÁ D.C.;BOGOTA;GEOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS DE LA TIERRA;85;183;19;180;24
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;35;BOGOTÁ D.C.;BOGOTA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;38;179;24;177;22
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1101;UNIVERSIDAD NACIONAL DE COLOMBIA-BOGOTÁ D.C.;OFICIAL NACIONAL;UNIVERSIDAD;36;BOGOTÁ D.C.;BOGOTA;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;39;185;18;187;19
CIENCIAS NATURALES Y EXACTAS;MANIZALES;CALDAS;1103;UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES;OFICIAL NACIONAL;UNIVERSIDAD;16915;MANIZALES;CALDAS;INGENIERIA FISICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;29;172;27;160;28
CIENCIAS NATURALES Y EXACTAS;MANIZALES;CALDAS;1103;UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES;OFICIAL NACIONAL;UNIVERSIDAD;16915;MANIZALES;CALDAS;INGENIERIA FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;29;172;27;179;25
CIENCIAS NATURALES Y EXACTAS;MANIZALES;CALDAS;1103;UNIVERSIDAD NACIONAL DE COLOMBIA-MANIZALES;OFICIAL NACIONAL;UNIVERSIDAD;16916;MANIZALES;CALDAS;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;15;165;24;155;16
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1102;UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN;OFICIAL NACIONAL;UNIVERSIDAD;16920;MEDELLÍN;ANTIOQUIA;ESTADISTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;24;165;14;156;18
CIENCIAS NATURALES Y EXACTAS;MEDELLÍN;ANTIOQUIA;1102;UNIVERSIDAD NACIONAL DE COLOMBIA-MEDELLIN;OFICIAL NACIONAL;UNIVERSIDAD;129;MEDELLÍN;ANTIOQUIA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;15;174;23;161;23
CIENCIAS NATURALES Y EXACTAS;TUNJA;BOYACA;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA;OFICIAL NACIONAL;UNIVERSIDAD;2761;TUNJA;BOYACA;BIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;49;161;16;158;20
CIENCIAS NATURALES Y EXACTAS;TUNJA;BOYACA;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA;OFICIAL NACIONAL;UNIVERSIDAD;2762;TUNJA;BOYACA;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;26;150;19;151;17
CIENCIAS NATURALES Y EXACTAS;TUNJA;BOYACA;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA;OFICIAL NACIONAL;UNIVERSIDAD;52322;TUNJA;BOYACA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;1;187;0;179;0
CIENCIAS NATURALES Y EXACTAS;TUNJA;BOYACA;1106;UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA-TUNJA;OFICIAL NACIONAL;UNIVERSIDAD;55165;TUNJA;BOYACA;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;50;162;16;162;20
CIENCIAS NATURALES Y EXACTAS;VALLEDUPAR;CESAR;1120;UNIVERSIDAD POPULAR DEL CESAR-VALLEDUPAR;OFICIAL NACIONAL;UNIVERSIDAD;8444;VALLEDUPAR;CESAR;MICROBIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;44;139;18;138;17
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1805;UNIVERSIDAD SANTIAGO DE CALI-CALI;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;102852;CALI;VALLE;MICROBIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;25;151;17;144;19
CIENCIAS NATURALES Y EXACTAS;CALI;VALLE;1805;UNIVERSIDAD SANTIAGO DE CALI-CALI;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;4634;CALI;VALLE;QUIMICA;PENSAMIENTO CIENTÍFICO - QUÍMICA;46;156;17;156;19
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1704;UNIVERSIDAD SANTO TOMAS-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;52000;BOGOTÁ D.C.;BOGOTA;ESTADISTICA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;34;162;17;152;20
CIENCIAS NATURALES Y EXACTAS;BUCARAMANGA;SANTANDER;1705;UNIVERSIDAD SANTO TOMAS-BUCARAMANGA;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;52689;BUCARAMANGA;SANTANDER;QUIMICA AMBIENTAL;PENSAMIENTO CIENTÍFICO - QUÍMICA;13;157;16;156;16
CIENCIAS NATURALES Y EXACTAS;BOGOTÁ D.C.;BOGOTA;1728;UNIVERSIDAD SERGIO ARBOLEDA-BOGOTÁ D.C.;NO OFICIAL - FUNDACIÓN;UNIVERSIDAD;2730;BOGOTÁ D.C.;BOGOTA;MATEMATICAS;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;1;166;0;156;0
CIENCIAS NATURALES Y EXACTAS;BARRANQUILLA;ATLANTICO;2805;UNIVERSIDAD SIMON BOLIVAR-BARRANQUILLA;NO OFICIAL - CORPORACIÓN;UNIVERSIDAD;53969;BARRANQUILLA;ATLANTICO;MICROBIOLOGIA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;21;142;17;135;15
CIENCIAS NATURALES Y EXACTAS;NEIVA;HUILA;1114;UNIVERSIDAD SURCOLOMBIANA-NEIVA;OFICIAL NACIONAL;UNIVERSIDAD;90980;NEIVA;HUILA;FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;14;151;18;147;20
CIENCIAS NATURALES Y EXACTAS;NEIVA;HUILA;1114;UNIVERSIDAD SURCOLOMBIANA-NEIVA;OFICIAL NACIONAL;UNIVERSIDAD;54363;NEIVA;HUILA;MATEMÁTICA APLICADA;PENSAMIENTO CIENTÍFICO - MATEMÁTICAS Y ESTADÍSTICA;24;144;14;142;14
CIENCIAS NATURALES Y EXACTAS;PEREIRA;RISARALDA;1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA;OFICIAL NACIONAL;UNIVERSIDAD;4093;PEREIRA;RISARALDA;INGENIERIA FISICA;FORMULACIÓN DE PROYECTOS DE INGENIERÍA;29;158;18;160;22
CIENCIAS NATURALES Y EXACTAS;PEREIRA;RISARALDA;1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA;OFICIAL NACIONAL;UNIVERSIDAD;4093;PEREIRA;RISARALDA;INGENIERIA FISICA;PENSAMIENTO CIENTÍFICO - CIENCIAS FÍSICAS;29;158;18;164;28
CIENCIAS NATURALES Y EXACTAS;PEREIRA;RISARALDA;1111;UNIVERSIDAD TECNOLOGICA DE PEREIRA - ITP-PEREIRA;OFICIAL NACIONAL;UNIVERSIDAD;7943;PEREIRA;RISARALDA;QUIMICA INDUSTRIAL;PENSAMIENTO CIENTÍFICO - QUÍMICA;54;166;18;165;24
CIENCIAS NATURALES Y EXACTAS;QUIBDÓ;CHOCO;1118;"UNIVERSIDAD TECNOLOGICA DEL CHOCO""DIEGO LUIS CORDOBA""-QUIBDO";OFICIAL NACIONAL;UNIVERSIDAD;102290;QUIBDÓ;CHOCO;BIOLOGÍA;PENSAMIENTO CIENTÍFICO - CIENCIAS BIOLÓGICAS;25;120;14;119;17
CIENCIAS SOCIALES;MEDELLÍN;ANTIOQUIA;2110;COLEGIO MAYOR DE ANTIOQUIA-MEDELLIN;OFICIAL NACIONAL;INSTITUCIÓN UNIVERSITARIA;3707;MEDELLÍN;ANTIOQUIA;PLANEACION Y DESARROLLO SOCIAL;INTERVENCIÓN EN PROCESOS SOCIALES;75;146;19;155;26
